Opened	Name	City	Market
8/17/2015	Penrose Square -Columbia Pike	Arlington	Virginia\NorthernVirginia
8/15/2015	Sawmill Plaza	Columbus	Ohio\Columbus
8/15/2015	SR16 & I-95	St. Augustine	Florida\StAugustine
8/15/2015	Boundary Street and Marsh Road	Beaufort	SouthCarolina\HiltonHead
8/14/2015	The Junction - California & Al	Seattle	Washington\Seattle
8/14/2015	S. Van Dorn and Pickett	Alexandria	Virginia\NorthernVirginia
8/14/2015	University and 36th - Clive	Clive	Iowa
8/13/2015	Ann Arbor-Saline & Lohr	Pittsfield Township	Michigan\AnnArbor
8/13/2015	Country Club & Juanita, Mesa	Mesa	Arizona\Phoenix
8/13/2015	Cowan Crossing	Fredericksburg	Virginia\Fredericksburg
8/13/2015	Gloucester Premium Outlets	Gloucester Township	NewJersey\SouthJersey
8/13/2015	Dover	Dover	Delaware
8/10/2015	230th & Broadway	Bronx	NewYork\Bronx
8/10/2015	Main and Rose	Pleasanton	California\AlamedaCounty
8/7/2015	Covington Esplanade	Covington	Washington\Seattle
8/6/2015	The District	Calgary	Alberta\Calgary
8/5/2015	Normandy & Woodward	Royal Oak	Michigan\DetroitSuburbs
8/5/2015	Highland & 30th	National City	California\SanDiego
8/4/2015	Hudson River Commons, Troy	Troy	NewYork\Albany
8/1/2015	Las Vegas Premium Outlets/Kios	Las Vegas	Nevada\LasVegas
7/31/2015	1690 S. Pleasant Valley Road	Winchester	Virginia\VirginiaRemoteMarkets
7/31/2015	Euclid & Schaefer	Chino	California\SanBernardinoCounty
7/30/2015	Homestead & DeAnza	Cupertino	California\SantaClaraCounty
7/29/2015	Silverdale & Bucklin	Silverdale	Washington\KitsapCounty
7/28/2015	FM 685 & US 79	Hutto	Texas\AustinSuburbs
7/26/2015	3rd and Columbine-Cherry Creek	Denver	Colorado\Denver
7/24/2015	6320 Biscayne Blvd	Miami	Florida\Miami
7/24/2015	Magnolia & Governors Square Bl	Tallahassee	Florida\Panhandle
7/23/2015	Diablo Plaza	San Ramon	California\ContraCostaCounty
7/22/2015	Salinas - Northridge Mall	Salinas	California\CentralCoast
7/20/2015	Charleston & Decatur	Las Vegas	Nevada\LasVegas
7/16/2015	Rosecrans & Normandie	Gardena	California\LosAngelesCountySouthBay
7/16/2015	Westport and Freys Hill Rd	Louisville	Kentucky\Louisville
7/16/2015	Lenoir City - Hwy 321 and Kels	Lenor City	Tennessee\Knoxville
7/14/2015	Meacham & American	Schaumburg	Illinois\Cook
7/14/2015	1601 East Blvd	Montgomery	Alabama\Montgomery
7/13/2015	32nd btwn 6th & 7th	New York	NewYork\NewYorkCity
7/13/2015	El Dorado & Gatebrook	Webster	Texas\HoustonSuburbs
7/10/2015	Village at Beardslee Crossing	Bothell	Washington\Seattle
7/10/2015	1080 N. Collier Blvd	Marco Island	Florida\Naples
7/10/2015	I-85 & Senoia Road	Fairburn	Georgia\AtlantaSuburbs
7/9/2015	Scripps Poway Parkway & Pomera	Poway	California\SanDiego
7/9/2015	Rodney Parham and Market St	Little Rock	Arkansas
7/9/2015	The Brickyard	Chicago	Illinois\Chicago
7/9/2015	Lacey & 11th	Hanford	California\CentralValley
7/8/2015	FM1960 & Kenswick	Humble	Texas\HoustonSuburbs
7/7/2015	17th and Lawrence	Denver	Colorado\Denver
7/7/2015	Barker Cypress & West Rd	Houston	Texas\Houston
7/7/2015	Finch & Hwy 27	Toronto	Ontario\Toronto
7/7/2015	Hwy. 377 and FM1709	Keller	Texas\MidCities
7/5/2015	Runway & McConnell	Playa Vista	California\LosAngelesCounty
7/3/2015	Orem - University Mall	Orem	Utah
7/3/2015	Sam Rittenburg and Old Towne	Charleston	SouthCarolina\Charleston
7/3/2015	Mill Run Shops	Hilliard	Ohio\Columbus
7/3/2015	St Louis - S Grand and Sidney	St. Louis	Missouri\StLouis
7/2/2015	Nifong and Buttonwood-Rock Bri	Columbia	Missouri\MissouriRemoteMarkets
7/2/2015	25 Gateway Blvd	Brampton	Ontario\PeelRegion
7/2/2015	Cousineau & Perras	Saint-Hubert	Quebec\Montreal
7/1/2015	National Harbor, Westin	Oxon Hill	Maryland\WashingtonDCArea
7/1/2015	Fashion Island	Newport Beach	California\OrangeCounty
6/29/2015	Capitol & Berryessa	San Jose	California\SantaClaraCounty
6/27/2015	361 Champlain	Dieppe	NewBrunswick
6/26/2015	5100 S State	Murray	Utah
6/26/2015	Hwy 70 & Jones Sausage Rd, Exi	Garner	NorthCarolina\RaleighDurhamChapelHill
6/25/2015	Shea & 45th Place	Phoenix	Arizona\Phoenix
6/25/2015	3036 SW Martin Downs Blvd	Palm City	Florida\MartinCounty
6/25/2015	Citrus & Rowland	Covina	California\SanGabrielValley
6/25/2015	Grand Hyatt, 11th and H NW	Washington DC	WashingtonDC\WashingtonDC
6/25/2015	Jackson and Zeeb	Ann Arbor	Michigan\AnnArbor
6/24/2015	Oceana & Manor	Pacifica	California\SanMateoCounty
6/23/2015	Clear Creek & Hwy 190	Killeen	Texas\RemoteMarkets
6/23/2015	Hwy 97 & Sand Springs Expressw	Sand Springs	Oklahoma\Tulsa
6/22/2015	54th and Broadway	New York	NewYork\NewYorkCity
6/19/2015	940 Pacific Blvd - Albany	Albany	Oregon\WestCentralOregon
6/18/2015	Hornby & Drake	Vancouver	BritishColumbia\Vancouver
6/16/2015	Stone Oak & Evans	San Antonio	Texas\SanAntonio
6/15/2015	I-10 & Brogden Rd	Houston	Texas\Houston
6/12/2015	Schweitzer Crossing	Ponderay	Idaho\NorthernIdaho
6/12/2015	100th & C St - Anchorage	Anchorage	Alaska
6/11/2015	Marketplace at Tech Center	Newport News	Virginia\ChesapeakeBayRegion
6/5/2015	Route 140 & Old West Central S	Franklin	Massachusetts\BostonSuburbs
6/5/2015	Wedington and N Salem	Fayetteville	Arkansas
6/3/2015	Spring Cypress & Nannette Ln	Spring	Texas\HoustonSuburbs
6/3/2015	Greenway Boulevard	Middleton	Wisconsin\Madison
6/1/2015	Harper`s Station	Cincinnati	Ohio\Cincinnati
5/30/2015	Hamilton and 23rd - Sioux City	Sioux City	Iowa
5/29/2015	7720 W Commercial Blvd	Lauderhill	Florida\BrowardCounty
5/28/2015	Rand and Dundee	Palatine	Illinois\Cook
5/28/2015	Washington & Norwalk	Santa Fe Springs	California\SoutheastLosAngeles
5/28/2015	Fort Campbell and Quin	Clarksville	Tennessee\Clarksville
5/27/2015	Gold St & Johnson Street	Brooklyn	NewYork\Brooklyn
5/22/2015	65 Dusk Dr	Brampton	Ontario\PeelRegion
5/21/2015	Thornton & Hammer	Stockton	California\ModestoStockton
5/21/2015	Greenfield & Crown Valley	Laguna Miguel	California\OrangeCounty
5/20/2015	US377 & FM4	Granbury	Texas\RemoteMarkets
5/20/2015	Airline & Sunset	Hollister	California\CentralCoast
5/18/2015	Southampton-Hampton Rd	Southampton	NewYork\LongIsland
5/18/2015	N. College Ave & E. Willox Ln	Fort Collins	Colorado\FortCollins
5/15/2015	Little Creek and Shore Drive	Norfolk	Virginia\ChesapeakeBayRegion
5/14/2015	McHenry Ave & Standiford	Modesto	California\ModestoStockton
5/14/2015	Monterey & Alma - San Jose	San Jose	California\SantaClaraCounty
5/14/2015	Brandy & Barrington	Schaumburg	Illinois\Cook
5/11/2015	American Fork - 500 E and Stat	American Fork	Utah
5/11/2015	Clearfield - Falcon Hill	Clearfield	Utah
5/7/2015	Telegraph & Orr and Day	Santa Fe Spings	California\SoutheastLosAngeles
5/7/2015	Brooks & Los Amigos	Windsor	California\SonomaCounty
5/4/2015	Hwy 6 & Hwy 35	Alvin	Texas\HoustonSuburbs
5/1/2015	SW Greenburg & SW Shady Ln	Tigard	Oregon\Portland
4/30/2015	Smith Enke & SR 347	Maricopa	Arizona\ArizonaRemoteMarkets
4/30/2015	Vaughan Mills - Entry 2 Food C	Concord	Ontario\GreaterTorontoArea
4/30/2015	Cranford N Ave E - Drive Thru	Cranford	NewJersey\CentralJersey
4/29/2015	Martinelli	Dublin	California\AlamedaCounty
4/28/2015	The Crossings of Hoover	Hoover	Alabama\Birmingham
4/28/2015	2034 N Highland	Jackson	Tennessee\TennesseeRemoteMarkets
4/28/2015	I-35 & Valley Mills	Waco	Texas\RemoteMarkets
4/27/2015	38th and Kipling	Wheatridge	Colorado\Denver
4/27/2015	53rd & 3rd	New York	NewYork\NewYorkCity
4/26/2015	Roosevelt & Summit	Oakbrook Terrace	Illinois\DuPage
4/24/2015	MLK & Habana	Tampa	Florida\Tampa
4/24/2015	University Pkwy & Tuttle	Sarasota	Florida\SarasotaBradenton
4/24/2015	Reynolds Crossing	Richmond	Virginia\Richmond
4/24/2015	Richmond Road & Rolkin Road	Charlottesville	Virginia\Charlottesville
4/24/2015	7707 McKnight Road	Pittsburgh	Pennsylvania\Pittsburgh
4/24/2015	821 Lynnway	Lynn	Massachusetts\BostonSuburbs
4/24/2015	Boise - Vista and Cassia	Boise	Idaho\Boise
4/24/2015	Hall & Heydenreich	Macomb Township	Michigan\DetroitSuburbs
4/18/2015	US 301 & Falkenburg	Riverview	Florida\Tampa
4/17/2015	Ambaum & SW 148th	Burien	Washington\Seattle
4/17/2015	Magnolia City Place	Gardendale	Alabama\Birmingham
4/14/2015	Shops at Park Lane	Dallas	Texas\Dallas
4/10/2015	OKelly Chapel Rd & Parkside Ma	Cary	NorthCarolina\RaleighDurhamChapelHill
4/10/2015	The 580 Building	Cincinnati	Ohio\Cincinnati
4/10/2015	Littleton - The Point	Littleton	Massachusetts\BostonSuburbs
4/10/2015	Harbor & 91 Fwy	Anaheim	California\OrangeCounty
4/9/2015	Normal - Main & Raab	Normal	Illinois\IllinoisRemoteMarkets
4/7/2015	Riverside & Arena	Austin	Texas\Austin
4/3/2015	North High and East Torrence	Columbus	Ohio\Columbus
4/2/2015	Garey & Alvarado	Pomona	California\SanGabrielValley
4/1/2015	Corporate Blvd and Commerce Ci	Baton Rouge	Louisiana\BatonRouge
3/28/2015	72nd and Poppleton	Omaha	Nebraska\Omaha
3/28/2015	Latham Plaza	Latham	NewYork\Albany
3/27/2015	Murfreesboro Memorial	Murfreesboro	Tennessee\Nashville
3/27/2015	Prospect Plaza	Prospect	Kentucky\Louisville
3/27/2015	Cathedral Commons, D.C.	Washington	WashingtonDC\WashingtonDC
3/27/2015	11585 SW 40th Street	Miami	Florida\Miami
3/27/2015	Irondeqouit Ridge Goodman Plaz	Rochester	NewYork\Rochester
3/27/2015	Market at Oakland	Mount Pleasant	SouthCarolina\Charleston
3/26/2015	S. Broadway and E. McCoy	Santa Maria	California\CentralCoast
3/26/2015	Wilma Rudolph & Trenton Rd	Clarksville	Tennessee\Clarksville
3/26/2015	150 Park Lawn Road	Toronto	Ontario\Toronto
3/26/2015	East 2nd & Quebec	Vancouver	BritishColumbia\Vancouver
3/26/2015	Highland & Willoughby	Los Angeles	California\LosAngeles
3/25/2015	University Station, Westwood	Westwood	Massachusetts\BostonSuburbs
3/21/2015	Figueroa & 28th	Los Angeles	California\LosAngeles
3/20/2015	San Jose Blvd & Ricky Drive	Jacksonville	Florida\Jacksonville
3/20/2015	43rd St & E Valley	Kent	Washington\Tacoma
3/20/2015	Hwy 24 & Morning Sun Drive	Woodland Park	Colorado\ColoradoSprings
3/20/2015	I 20 and Saluda Pointe Court	Lexington	SouthCarolina\Columbia
3/19/2015	Wheeler Ridge & Laval	Arvin	California\CentralValley
3/19/2015	Carmel Valley & Del Mar Height	San Diego	California\SanDiego
3/19/2015	Del Mar Heights & Mango, Del M	Del Mar	California\SanDiego
3/18/2015	Hughes Landing & Lake Woodland	Spring	Texas\HoustonSuburbs
3/17/2015	Hwy 75 & 121st	Glenpool	Oklahoma\Tulsa
3/16/2015	Honoapiilani Hwy & Keawe St	Lahaina	Hawaii\Maui
3/13/2015	Highway 501 & Carolina Forest	Myrtle Beach	SouthCarolina\MyrtleBeach
3/9/2015	57th & Tenth	New York	NewYork\NewYorkCity
3/7/2015	96 Meadow Road	Rutherford	NewJersey\NorthJersey
3/6/2015	Holcomb Bridge & Holcomb Woods	Roswell	Georgia\AtlantaSuburbs
3/5/2015	Emerald Drive & West	Vista	California\SanDiego
2/27/2015	McCormick & Touhy	Skokie	Illinois\Cook
2/26/2015	Brandon Town Center - Food Cou	Brandon	Florida\Tampa
2/24/2015	620 & OConnor	Round Rock	Texas\AustinSuburbs
2/23/2015	1900 Sixteenth St.	Denver	Colorado\Denver
2/21/2015	Wayne West Belt Plaza	Wayne	NewJersey\NorthJersey
2/21/2015	8th Avenue Place	Calgary	Alberta\Calgary
2/20/2015	Roosevelt & Beverly	Jackonville	Florida\Jacksonville
2/20/2015	64th & Ward	Arvada	Colorado\Denver
2/20/2015	Arthur Ashe Blvd & Myers	Richmond	Virginia\Richmond
2/19/2015	Ashley & Main	Woodland	California\YoloCounty
2/19/2015	Leisure Town & Orange - Vacavi	Vacaville	California\SolanoCounty
2/15/2015	Colorado & Euclid	Pasadena	California\Verdugos
2/13/2015	Salmon Creek - 139th & 3rd	Vancouver	Washington\SouthwesternWashington
2/13/2015	Cocoa Beach & Banana River	Cocoa Beach	Florida\SpaceCoast
2/13/2015	Frankford & 190	Dallas	Texas\Dallas
2/12/2015	16 & Dequindre	Sterling Heights	Michigan\DetroitSuburbs
2/11/2015	2145 S University Drive	Davie	Florida\BrowardCounty
2/6/2015	Oakdale and Scenic	Modesto	California\ModestoStockton
2/6/2015	Bird Ludlam	Miami	Florida\Miami
2/6/2015	Argyle Forest & Merchants Way	Jacksonville	Florida\Jacksonville
2/6/2015	Aloma & Balfour	Winter Park	Florida\Orlando
2/5/2015	31st Avenue & Peoria	Phoenix	Arizona\Phoenix
2/4/2015	Rochester and Auburn	Rochester Hills	Michigan\DetroitSuburbs
2/3/2015	Webb Chapel & NW Highway	Dallas	Texas\Dallas
2/1/2015	UAB Hospital	Birmingham	Alabama\Birmingham
2/1/2015	Ken Hayes & Kinzie	Bourbonnais	Illinois\IllinoisRemoteMarkets
1/30/2015	Osceola Pkwy & Centerview	Kissimmee	Florida\Orlando
1/30/2015	80th & Second	New York	NewYork\NewYorkCity
1/30/2015	Lake Underhill & Chickasaw	Orlando	Florida\Orlando
1/29/2015	Valley Central & West Ave J	Lancaster	California\AntelopeValley
1/29/2015	Butterfield & Finley	Downers Grove	Illinois\DuPage
1/29/2015	Bernardo Ctr Dr & Bernardo Pla	SanDiego	California\SanDiego
1/26/2015	Westchester`s Ridge Hill	Yonkers	NewYork\WestchesterCounty
1/26/2015	7511 Richmond Highway	Alexandria	Virginia\NorthernVirginia
1/23/2015	Purcellville Gateway	Purcellville	Virginia\VirginiaRemoteMarkets
1/19/2015	Hwy 6 & Trammel Fresno	Missouri City	Texas\HoustonSuburbs
1/19/2015	Hwy 249 & Cypresswood	Cypress	Texas\HoustonSuburbs
1/18/2015	Shawnee Mission Pkwy & Quivira	Shawnee	Kansas\KansasCityKansasSuburbs
1/16/2015	Hwy 98 & Grand Blvd	Sandestin	Florida\Panhandle
1/15/2015	1156 Kennedy Road	Toronto	Ontario\Toronto
1/15/2015	Kelowna Airport Business Park	Kelowna	BritishColumbia\EasternBritishColumbia
1/15/2015	Livonia-Middlebelt & I-96	Livonia	Michigan\DetroitSuburbs
1/14/2015	Garland & Gaston	Dallas	Texas\Dallas
1/12/2015	FM1960 & Timber Forest	Humble	Texas\HoustonSuburbs
1/10/2015	Wexford, Route 19	Wexford	Pennsylvania\PittsburghSuburbs
1/9/2015	Niskayuna Shoprite Square	Niskayuna	NewYork\Albany
1/3/2015	I-20 & Wichita	Forest Hill	Texas\FortWorthSuburbs
12/29/2014	Azusa and Badillo	Covina	California\SanGabrielValley
12/29/2014	Beverly & Workman Mill	Whittier	California\SoutheastLosAngeles
12/29/2014	Dunn Loring Metro	Merrifield	Virginia\NorthernVirginia
12/20/2014	Venice & Centinela	Los Angeles	California\LosAngeles
12/19/2014	The Bridges Roanoke	Roanoke	Virginia\RoanokeLynchburg
12/19/2014	Waltham, Market Place Drive	Waltham	Massachusetts\BostonSuburbs
12/18/2014	Oak Lawn- 111th & Cicero	Oak Lawn	Illinois\Cook
12/18/2014	Rancho Vista & Town Center	Palmdale	California\AntelopeValley
12/18/2014	22nd & Hennepin - Kenwood Cros	Minneapolis	Minnesota\Minneapolis
12/16/2014	Berkman & 51st	Austin	Texas\Austin
12/12/2014	North Valdosta	Valdosta	Georgia\GeorgiaRemoteMarkets
12/11/2014	5th Avenue (Gaslamp)	San Diego	California\SanDiego
12/11/2014	Lighthouse Ave	Monterey	California\CentralCoast
12/9/2014	410 & Vance Jackson	San Antonio	Texas\SanAntonio
12/9/2014	I-35 & NW 27th	Moore	Oklahoma\OklahomaCity
12/8/2014	3805 Main St	Flushing	NewYork\Queens
12/5/2014	Pike Street Roastery	Seattle	Washington\Seattle
12/5/2014	Cumberland & Critchley Lane	Toronto	Ontario\Toronto
12/5/2014	Kahala Mall Exterior - Kilauea	Honolulu	Hawaii\Oahu
12/4/2014	Willow & I-294 - Glenview	Glenview	Illinois\Cook
12/4/2014	547 Portland Street	Dartmouth	NovaScotia
12/4/2014	County Line Road & Appleton	Germantown	Wisconsin\Milwaukee
12/4/2014	40 Wellington St W	Guelph	Ontario\GreaterTorontoArea
11/28/2014	1040 Prospect Street	Fredericton	NewBrunswick
11/26/2014	DW Highway & Spit Brook	Nashua	NewHampshire
11/24/2014	Caesar`s Bay Shopping Center	Brooklyn	NewYork\Brooklyn
11/24/2014	Fair Oaks Circle	Fairfax	Virginia\NorthernVirginia
11/22/2014	Woodbury Dr. and Commerce	Woodbury	Minnesota\MinneapolisSuburbs
11/21/2014	Orchard Lk & 12 Mile Rd Plaza	Farmington	Michigan\DetroitSuburbs
11/21/2014	14th and 5th - Dinkytown	Minneapolis	Minnesota\Minneapolis
11/21/2014	Bass Lake Rd & Broadway-Crysta	Crystal	Minnesota\MinneapolisSuburbs
11/21/2014	LaGrange and Factory	Louisville	Kentucky\Louisville
11/20/2014	Sonoma & Hwy 37	Vallejo	California\SolanoCounty
11/20/2014	670 Topsail Road	St. Johns	Newfoundland
11/20/2014	Hagerstown Valley Mall	Hagerstown	Maryland\MarylandRemoteMarkets
11/19/2014	S. Virginia and Liberty-Reno	Reno	Nevada\Reno
11/14/2014	Mechanicsburg, Carlisle Place	Mechanicsburg	Pennsylvania\Harrisburg
11/14/2014	Portage Trail	Cuyahoga Falls	Ohio\Akron
11/14/2014	Holland Century Shoppes	Virginia Beach	Virginia\ChesapeakeBayRegion
11/14/2014	Green Brook, NJ	Green Brook	NewJersey\CentralJersey
11/13/2014	Spring & California	Signal Hill	California\SoutheastLosAngeles
11/7/2014	Streetsboro Commons	Streetsboro	Ohio\Cleveland
11/7/2014	La Costa & Rancho Santa Fe	Carlsbad	California\SanDiego
11/6/2014	Gibsons Park Plaza	Gibsons	BritishColumbia\Vancouver
10/31/2014	1815 Palm Beach Lakes Blvd	West Palm Beach	Florida\PalmBeachCounty
10/27/2014	45th & 5th	New York	NewYork\NewYorkCity
10/27/2014	132-40 Metropolitan Ave	Richmond Hill	NewYork\Queens
10/23/2014	Reseda & Nordhoff	Northridge	California\LosAngelesCounty
10/23/2014	Antelope & I-5	Red Bluff	California\NorthernCalifornia
10/23/2014	Hayden & McCormick Pkwy	Scottsdale	Arizona\Phoenix
10/23/2014	Hwy 26 - Sandy	Sandy	Oregon\Portland
10/17/2014	US 41 & 53rd Ave	Bradenton	Florida\SarasotaBradenton
10/17/2014	344 Russell St (Route 9)	Hadley	Massachusetts\WesternMassachusetts
10/16/2014	The Mall at University Town Ce	Sarasota	Florida\SarasotaBradenton
10/13/2014	Van Nuys & Hartland	Van Nuys	California\LosAngelesCounty
10/12/2014	Guildford Town Centre Level 2	Surrey	BritishColumbia\Vancouver
10/10/2014	El Camino Real & E. Vista Way	Oceanside	California\SanDiego
10/10/2014	Levittown-Wantagh Pkwy	Levittown	NewYork\LongIsland
10/10/2014	Green, Heritage Crossing	Green	Ohio\Akron
10/7/2014	Greenville & Lovers	Dallas	Texas\Dallas
10/3/2014	164th & Mill Plain	Vancouver	Washington\SouthwesternWashington
10/1/2014	Miramar Pkwy & Dykes Rd	Miramar	Florida\BrowardCounty
9/30/2014	Callaghan & Horizon Hill	San Antonio	Texas\SanAntonio
9/29/2014	US 41 & W Terry	Bonita Springs	Florida\Naples
9/29/2014	NW 41st St & NW 114th Ave	Doral	Florida\Miami
9/29/2014	University Drive & Sycamore	Vista	California\SanDiego
9/29/2014	Vista Blvd & Wingfield Hills-S	Sparks	Nevada\Reno
9/29/2014	Waltham/Trapelo Rd	Waltham	Massachusetts\BostonSuburbs
9/29/2014	109th and Hwy 65 - Blaine	Blaine	Minnesota\MinneapolisSuburbs
9/29/2014	3307 7th Ave SE - Aberdeen	Aberdeen	SouthDakota
9/29/2014	International Dr & Central FL	Orlando	Florida\Orlando
9/29/2014	HWY 92 & I-575	Woodstock	Georgia\AtlantaSuburbs
9/29/2014	FM 1464 & Bellaire	Houston	Texas\Houston
9/28/2014	River Highway & Rolling Hill R	Mooresville	NorthCarolina\Charlotte
9/28/2014	NOTL Outlets - 300 Taylor Rd	Niagara On The Lake	Ontario\NiagaraRegion
9/28/2014	Castlefield & Caledonia CA	Toronto	Ontario\Toronto
9/28/2014	Cocoplum Village	North Port	Florida\Naples
9/28/2014	2115 Grand Ave, Glenwood Sprin	Glenwood	Colorado\ColoradoRemoteMarkets
9/28/2014	Great Falls - 10th and 32nd	Great Falls	Montana
9/27/2014	S College Rd & New Centre Dr	Wilmington	NorthCarolina\Wilmington
9/27/2014	Woodward and Guilford	Royal Oak	Michigan\DetroitSuburbs
9/27/2014	Adelaide & Peter	Toronto	Ontario\Toronto
9/27/2014	1620 Scott Street	Ottawa	Ontario\Ottawa
9/27/2014	675 Windmill Road	Dartmouth	NovaScotia
9/26/2014	S. Parker Rd & E. Quincy Ave	Aurora	Colorado\Denver
9/26/2014	University Village-CO Springs	Colorado Springs	Colorado\ColoradoSprings
9/26/2014	Route 1 Bel Air Plaza	Bel Air	Maryland\Baltimore
9/26/2014	WO Ezell & Blackstock Road	Spartanburg	SouthCarolina\Greenville
9/26/2014	Bower Place	Red Deer	Alberta\RedDeer
9/26/2014	Center & Garfield	Medford	Oregon\SouthernOregon
9/26/2014	204th & Hwy 7 - Spanaway	Spanaway	Washington\Tacoma
9/26/2014	Broadway & 10th	Everett	Washington\Seattle
9/26/2014	360 Elmwood Drive	Moncton	NewBrunswick
9/26/2014	Hwy 12 & Old Hwy 99 SW	Rochester	Washington\Olympia
9/26/2014	Main St and Center St - Kalisp	Kalispell	Montana
9/25/2014	N Scottsdale Rd & N Goldwater	Scottsdale	Arizona\Phoenix
9/25/2014	Tustin & Lincoln	Orange	California\OrangeCounty
9/25/2014	W Tennessee & N Copeland	Tallahassee	Florida\Panhandle
9/25/2014	12 Hebron Way	St. Johns	Newfoundland
9/25/2014	Arlington Heights & Golf Road	Arlington Heights	Illinois\Cook
9/25/2014	6th & Layton	Milwaukee	Wisconsin\Milwaukee
9/25/2014	Broadway & Magnolia	Long Beach	California\SoutheastLosAngeles
9/25/2014	12th Street	Erie	Pennsylvania\PennsylvaniaRemoteMarkets
9/25/2014	Franklin Ave & Eastern Pkwy	Brooklyn	NewYork\Brooklyn
9/25/2014	Hwy 4 & Hwy 160	Oakley	California\ContraCostaCounty
9/24/2014	McKnight Blvd & Aviation Rd	Calgary	Alberta\Calgary
9/24/2014	Skyway & Notre Dame	Chico	California\NorthernCalifornia
9/24/2014	Royal York & The Westway	Toronto	Ontario\Toronto
9/24/2014	Wells & Scott	Chicago	Illinois\Chicago
9/24/2014	Hacienda and Fairgrove	La Puente	California\SanGabrielValley
9/24/2014	El Camino & Grant	Mountain View	California\SantaClaraCounty
9/24/2014	Fremont Blvd & Irvington	Fremont	California\AlamedaCounty
9/23/2014	Scott and Illinois	Fort Wayne	Indiana\FortWayne
9/23/2014	Sierra College & I-80	Rocklin	California\Sacramento
9/23/2014	Desert Hills Premium - West Vi	Cabazon	California\RiversideCounty
9/23/2014	Germantown Pkwy and Dexter	Cordova	Tennessee\Memphis
